state,yearofloss,amount_paid,cum_paid
MA,2019,91920.45,417403138.91
MD,2019,643332.52,309053913.53
ME,2019,312169.56,45790603.82
MI,2019,3658673.2,95008907.69
MN,2019,3208913.6,146348337.31
MO,2019,45547935.77,865420781.25
MS,2019,14126946.73,3064892255.77
MT,2019,118438,11906157.52
NC,2019,6791294.5600000005,1880123569.65
ND,2019,181809.4,258715600.71
NE,2019,43819199.31,88545463.4
NH,2019,24401.239999999998,52272070.54
NJ,2019,4173777.06,6062006648.82
NM,2019,85260.02,15829681.75
NV,2019,58712.25,44565125.47
NY,2019,1713596.17,5437927341.150001
OH,2019,5406311.91,330666621.05
OK,2019,36940195.31,238324814.65
OR,2019,907323.35,100582339.15
PA,2019,9078599.67,1240773995.95
PR,2019,10607.57,152771000.81
RI,2019,1334.64,121476096.55
SC,2019,627693.17,923912263.78
SD,2019,4185930.2600000002,44615718.34
TN,2019,18424772.2,372209567.01
TX,2019,110655580.26,16167165346.72
UT,2019,55559.770000000004,6218749.16
VA,2019,4297336.15,740223442.52
VI,2019,0,76432726.49
VT,2019,760371.02,65207938.190000005
WA,2019,122251.79,262362252.39000002
WI,2019,7223920.289999999,111678553.67999999
WV,2019,241210.66,354144988.23
WY,2019,173953.5,3233609.97
